Estado	Municipio	Parroquia	Centro	Número de Electores escrutados.	Número de Actas Procesadas.	Número total de Votos Nulos.	Número Total de Votantes que votaron realmente.	HUGO CHAVEZ	Número total de Votos Válidos.	ORLANDO CHIRINO	REINA SEQUERA	LUIS REYES	MARIA BOLIVAR	HENRIQUE CAPRILES RADONSKI	Número de Votos Escrutados.
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA ESTADAL EL ROSARIO	711	2	11	630	465	619	0	1	1	0	152	630
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA GENARO GOMEZ	2888	5	46	2405	1860	2359	1	13	4	0	481	2405
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA NACIONAL DOCTOR FCO. ESPEJO	3094	6	58	2409	1568	2351	0	6	0	1	776	2409
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA PRIVADA PRINCIPE DE PAZ	599	1	10	510	382	500	0	3	0	0	115	510
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	LICEO DOCTOR JOSE FRANCISCO TORREALBA	1439	3	16	1141	578	1125	2	10	0	2	533	1141
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA BOLIVARIANA TERESA CARRENO	2298	4	34	1821	1435	1787	0	8	0	1	343	1821
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	CENTRO DE EDUCACION INICIAL NACIONAL DOCTOR FRANCISCO ESPEJO	482	1	14	379	257	365	0	3	0	0	105	379
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	NUCLEO ESCOLAR RURAL  225 CONCENTRADA ALICIA PIETRI DE CALDERA	774	2	9	660	521	651	0	2	0	0	128	660
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA BOLIVARIANA POTRERITO	439	1	5	381	314	376	0	3	1	0	58	381
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA TECNICA AGRICOLA NACIONAL SANTA RITA	269	1	2	224	201	222	0	1	0	0	20	224
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	JARDIN DE INFANCIA MANGUITO 1	661	2	14	589	409	575	0	6	1	1	158	589
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ESTADO VARGAS	1816	4	23	1602	1254	1579	0	11	0	1	313	1602
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA CENTRO PROFESIONAL SANTA LUCIA	1754	3	33	1410	872	1377	0	5	0	0	500	1410
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA VENEZUELA	1222	3	23	1059	807	1036	0	12	0	1	216	1059
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	CONCENTRACION ESCOLAR LOS GUAYABITOS	126	1	1	122	121	121	0	0	0	0	0	122
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA NACIONAL BOLIVARIANA GUAICAIPURO	886	2	9	756	647	747	0	1	0	0	99	756
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA CESAR ARMANDO CISNEROS	3519	7	35	2723	2362	2688	1	4	0	0	321	2723
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA NACIONAL LA CEIBA DEL ALTO	7272	13	111	5909	4539	5798	3	36	2	4	1214	5909
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA CREACION SOAPIRE	840	2	7	724	632	717	0	1	0	1	83	724
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ESTADAL EL LIMON	463	1	12	416	349	404	0	2	0	0	53	416
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ESTADAL FRANCISCO DE MIRANDA	2536	5	45	2062	1139	2017	1	7	2	2	866	2062
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ESTADAL LIA IMBER DE CORONIL	3893	7	75	3233	2358	3158	1	16	3	1	779	3233
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA  JUANA TERESA HERRERA	1504	3	28	1310	715	1282	0	2	0	0	565	1310
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ESTADAL ROMULO GALLEGOS	857	2	11	700	526	689	0	5	1	0	157	700
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA ESTADO YARACUY	1786	3	26	1313	972	1287	0	6	0	1	308	1313
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA NACIONAL BOLIVARIANA CREACION NUEVA VIRGINIA	613	2	10	558	474	548	0	4	0	1	69	558
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA RURAL SAN BENITO	407	1	20	363	291	343	0	1	0	1	50	363
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	CONCENTRACION NACIONAL NO 6 LA MOCA	1000	2	28	770	642	742	0	2	0	0	98	770
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA NACIONAL MANUEL PIAR	2651	5	48	2163	1747	2115	0	11	1	1	355	2163
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA BASICA MANGUITO I	3469	6	59	2868	2089	2809	0	17	3	4	696	2868
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	CASA MUNICIPAL DE LAS MISIONES	217	1	0	179	120	179	0	2	0	0	57	179
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	ESCUELA RURAL NACIONAL BOLIVARIANA INES MARIA BOLIVAR	1213	3	41	994	677	953	0	2	2	0	272	994
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ESTADAL ESTADO MERIDA	3507	6	37	2741	2093	2704	2	5	4	3	597	2741
EDO. MIRANDA	MP. PAZ CASTILLO	PQ. SANTA LUCIA	UNIDAD EDUCATIVA ARMANDO ESCOBAR	895	2	4	732	665	728	2	3	1	0	57	732
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	CENTRO DE FORMACION SOCIALISTA  EZEQUIEL ZAMORA	239	1	0	223	167	223	0	0	0	0	56	223
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA ESTADAL CARMEN RUIZ	4099	8	72	3378	2237	3306	2	16	1	4	1046	3378
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA ESTADAL CAUJARITO	3569	7	71	2889	2389	2818	1	16	2	3	407	2889
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA NACIONAL CECILIO ACOSTA	5001	9	75	4375	3459	4300	2	19	2	2	816	4375
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	ESCUELA BOLIVARIANA POLICARPO FARRERA	3781	7	62	3141	1566	3079	0	26	3	3	1481	3141
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	PREESCOLAR JUAN ESPAÑA	212	1	8	184	130	176	0	0	0	0	46	184
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	ESCUELA BASICA ESTADAL JABILLITO	3225	6	92	2617	2037	2525	1	9	2	2	474	2617
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	INSTITUTO DE EDUCACION ESPECIAL VIRGEN DEL CARMEN	145	1	2	124	73	122	0	0	0	0	49	124
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA PRIVADA NUESTRA SEÑORA DE LA COROMOTO	3531	7	89	3021	1369	2932	1	7	0	3	1552	3021
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA ESTADAL BOLIVARIANA ARICHUNA	570	1	5	515	284	510	0	0	1	0	225	515
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA PRIVADA COLEGIO SAGRADO CORAZON DE JESUS	4945	9	63	4205	1571	4142	2	24	0	2	2543	4205
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	LICEO NOCTURNO FRANCISCO TOSTA GARCIA	39	1	1	34	19	33	1	1	0	0	12	34
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA PRIVADA DOCTOR JOSE GREGORIO HERNANDEZ	3339	6	57	2786	1236	2729	0	5	1	2	1485	2786
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	CONCENTRACION ESCOLAR SIN NUMERO LA CHIVERA	688	2	8	566	390	558	0	2	2	0	164	566
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA NACIONAL EXTENCION TERESA DE BOLIVAR	485	1	7	410	218	403	0	2	0	0	183	410
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	ESCUELA BOLIVARIANA DOCTOR CARLOS AROCHA LUNA	1137	2	23	1028	691	1005	0	3	0	1	310	1028
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIVERSIDAD NACIONAL EXPERIMENTAL ANTONIO JOSE DE SUCRE	984	2	24	902	570	878	0	3	0	0	305	902
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA BOLIVARIANA MARIA TERESA DEL TORO	639	2	9	506	414	497	0	3	2	0	78	506
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	CENTRO DE EDUCACION INICIAL ALI PRIMERA	365	1	6	317	249	311	0	1	0	0	61	317
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	CENTRO DE  EDUCACION INICIAL ESTE NIÑO DON SIMON	2971	6	32	2668	1339	2636	1	9	1	2	1284	2668
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	COMPLEJO EDUCATIVO NACIONAL JUAN ESPANA	3853	7	82	3104	2257	3022	1	17	1	1	745	3104
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	DESARROLLO URBANISTICO CHARALLAVE NORTE	64	1	2	51	47	49	0	0	0	1	1	51
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA ESTADAL TEOTISTA AROCHA DE GALLEGOS	1204	3	36	1027	755	991	0	7	0	3	226	1027
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA PRIVADA SAGRADO CORAZON DE JESUS	2509	5	40	2111	998	2071	0	5	1	3	1064	2111
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	CENTRO DE EDUCACION INICIAL JARDIN DE INFANCIA JABILLITO	649	2	27	538	418	511	0	1	0	0	92	538
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	ESCUELA PITAHAYA	3923	7	60	3254	2250	3194	0	12	1	2	929	3254
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	JARDIN DE INFANCIA CHARALLAVE	369	1	4	332	192	328	0	4	0	1	131	332
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	COMPLEJO EDUCATIVO ESTADAL JUAN GERMAN ROSCIO	3042	6	62	2428	1875	2366	2	17	0	2	470	2428
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA NACIONAL FRANCISCO TOSTA GARCIA	425	1	6	381	181	375	0	1	0	1	192	381
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	GRUPO ESCOLAR TERESA DE BOLIVAR	3070	6	55	2546	1258	2491	2	12	2	1	1216	2546
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNIDAD EDUCATIVA ESTADAL DIVIDIVI	1766	3	73	1488	1185	1415	0	7	2	0	221	1488
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	ESCUELA BASICA ESTADAL CHARALLAVE	2399	5	68	2014	1579	1946	0	7	0	3	357	2014
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. CHARALLAVE	UNNIDAD EDUCATIVA NACIONAL BOLIVARIANA CREACION CHARALLAVE	4581	8	92	3961	2139	3869	1	26	1	6	1696	3961
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. LAS BRISAS	COMPLEJO EDUCATIVO ANDRES ELOY BLANCO	975	2	16	816	603	800	1	2	0	1	193	816
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. LAS BRISAS	CONCETRACION ESCOLAR RURAL SABANETA	829	2	14	653	292	639	0	3	0	1	343	653
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. LAS BRISAS	UNIDAD EDUCATIVA ESTADAL BOLIVARIANA TERESA DE LA PARRA	345	1	16	305	189	289	0	0	1	1	98	305
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. LAS BRISAS	UNIDAD EDUCATIVA ESPECIAL DE DEFICIENCIA AUDITIVA TURPIALITO	343	1	3	268	205	265	0	0	0	0	60	268
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. LAS BRISAS	UNIDAD EDUCATIVA ESTADAL LUIS D' ZUSE NAVARRO	1680	3	36	1376	1052	1340	0	7	1	1	279	1376
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. LAS BRISAS	UNIDAD EDUCATIVA ESTADAL  ANDRES ELOY BLANCO	3557	7	74	2749	1717	2675	3	15	1	4	935	2749
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. LAS BRISAS	UNIDAD EDUCATIVA ESTADAL LUISA CACERES DE ARISMENDI	713	2	26	553	419	527	0	5	0	2	101	553
EDO. MIRANDA	MP. CRISTOBAL ROJAS	PQ. LAS BRISAS	UNIDAD EDUCATIVA ESTADAL CRISTOBAL ROJAS	2226	4	62	1770	1384	1708	1	9	3	0	311	1770
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD EDUCATIVA NACIONAL ANEXO ANDRES BELLO	354	1	5	283	168	278	0	1	0	0	109	283
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	CENTRO DE EDUCACIÓN INICIAL MONTAÑA ALTA	3735	7	30	3223	820	3193	0	9	1	6	2357	3223
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD ESCOLAR ESTADAL SIMON BOLIVAR	251	1	8	218	122	210	0	0	0	0	88	218
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	ESCUELA BÁSICA TERRITORIO FEDERAL DELTA AMACURO	1701	3	21	1429	717	1408	0	5	0	1	685	1429
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD EDUCATIVA NACIONAL ANDRÉS BELLO	3278	6	81	2695	1761	2614	1	7	1	0	844	2695
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD EDUCATIVA COLEGIO JESUS ADOLECENTE	1270	3	20	1120	733	1100	0	5	0	0	362	1120
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD EDUCATIVA PRIVADA THOMAS DE JESUS QUINTERO	390	1	6	363	117	357	0	0	0	1	239	363
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	CENTRO DE EDUCACION INICIAL SIMONCITO CACIQUE EPOIMA	262	1	5	228	154	223	0	2	0	0	67	228
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	INSTITUTO MADRE ISABEL	2021	4	25	1631	427	1606	1	3	0	6	1169	1631
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	PRE ESCOLAR MARTHA DE CALECA	474	1	9	440	271	431	0	2	1	0	157	440
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	CICLO BASICO CARLOS GAUNA	3802	7	38	3238	910	3200	0	1	1	4	2284	3238
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD  EDUCATIVA NACIONAL JOSE  MANUEL ALVAREZ	3325	6	73	2669	1165	2596	2	12	4	2	1411	2669
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD EDUCATIVA COLEGIO VALLE ALTO	1393	3	8	1283	244	1275	0	1	0	5	1025	1283
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD EDUCATIVA PRIVADA VIRGEN DE LA CONSAGRACIÓN	3530	6	54	2814	1118	2760	3	12	4	5	1618	2814
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD EDUCATIVA VICTOR PADILLA	4185	8	70	3563	1670	3493	0	10	2	1	1810	3563
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	LICEO MANUEL MARIA VILLALOBOS	2568	5	33	2061	1080	2028	1	8	6	3	930	2061
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	ESCUELA TECNICA AGROPECUARIA CARRIZAL	222	1	10	186	119	176	0	0	0	0	57	186
EDO. MIRANDA	MP. CARRIZAL	PQ. CARRIZAL	UNIDAD EDUCATIVA ESTADAL FRANCISCO DE MIRANDA	3115	6	33	2538	1222	2505	0	23	1	5	1254	2538
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	GIMNASIO VERTICAL	668	2	11	572	310	561	0	2	2	0	247	572
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	CENTRO DEPORTIVO EUGENIO MENDOZA	204	1	5	186	41	181	0	0	0	0	140	186
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	ESCUELA BASICA FERNANDO PEÑALVER	1742	3	20	1252	302	1232	0	1	1	0	928	1252
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA COLEGIO BASICA MUNICIPAL CARLOS SOUBLETTE	1335	3	42	1020	338	978	1	4	2	3	630	1020
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	CENTRO MEDICO CARLOS DIEZ DEL INSTITUTO VENEZOLANO DE SEGURO SOCIAL CHACAO	295	1	8	253	141	245	0	2	0	1	101	253
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA POPULAR COLEGIO EL ALBA	2194	4	19	1602	188	1583	1	4	0	0	1390	1602
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA COLEGIO PARROQUIAL SAGRADO CORAZON DE JESUS	734	2	10	651	147	641	0	2	1	0	491	651
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA POPULAR SANTO TOMAS DE AQUINO	2038	4	14	1691	143	1677	0	3	1	1	1529	1691
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	INSTITUTO UNIVERSITARIO NUEVAS PROFESIONES	5322	10	37	3687	568	3650	1	8	6	7	3060	3687
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	INSTITUTO EINSTEIN	3409	6	19	2530	430	2511	2	2	0	3	2074	2530
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA  POPULAR COLEGIO SAN IGNACIO DE LOYOLA	5517	10	40	4221	415	4181	0	8	1	3	3754	4221
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	INSTITUTO EDUCACIONAL LANDER	951	2	11	700	160	689	0	3	0	0	526	700
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA MUNICIPAL ANDRES BELLO	7899	15	70	5975	1244	5905	0	16	2	4	4639	5975
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA  POPULAR  COLEGIO NUESTRA SEÑORA DE FATIMA	3076	6	28	2353	742	2325	0	7	1	0	1575	2353
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA POPULAR COLEGIO MAS LUZ	3663	7	26	2716	709	2690	1	9	4	1	1966	2716
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA POPULAR CRISTO REY	3141	6	18	2193	137	2175	0	3	1	0	2034	2193
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA GUSTAVO HERRERA	5204	9	75	3508	1145	3433	0	16	0	1	2271	3508
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	COLEGIO UNIVERSITARIO  MONSEÑOR DE TALAVERA	1230	3	10	824	93	814	1	3	1	1	715	824
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA POPULAR COLEGIO DON BOSCO	3813	7	19	2645	315	2626	0	3	1	1	2306	2645
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	JARDIN DE INFANCIA EL LIBERTADOR.	1246	3	13	969	263	956	0	2	1	0	690	969
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA POPULAR SAN FRANCISCO DE ASIS	1921	4	12	1363	150	1351	0	2	0	2	1197	1363
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIVERSIDAD  JOSE MARIA VARGAS	735	2	5	496	110	491	1	3	0	0	377	496
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	COLEGIO SANTO DOMINGO DE GUZMAN	2631	5	14	1976	198	1962	0	2	0	2	1760	1976
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA BASICA MUNICIPAL JUAN DE DIOS GUANCHE	2688	5	45	2209	589	2164	0	4	0	2	1569	2209
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA COLEGIO SANTIAGO DE LEON CARACAS	3140	6	19	2378	243	2359	2	0	0	0	2114	2378
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA EL LIBERTADOR	5086	9	43	3636	894	3593	1	7	1	3	2687	3636
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	COLEGIO SCHONTHAL	7133	13	47	5383	607	5336	2	6	0	3	4718	5383
EDO. MIRANDA	MP. CHACAO	PQ. CHACAO	UNIDAD EDUCATIVA POPULAR MARIA AUXILIADORA	4565	8	18	3088	288	3070	0	6	0	2	2774	3088
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	NUCLEO ESCOLAR RURAL 020 ORUSA	251	1	0	228	222	228	0	0	0	0	6	228
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	UNIDAD EDUCATIVA  JORGE ANTONIO RODRIGUEZ	112	1	5	84	62	79	0	0	0	0	17	84
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	CONCENTRACION BOLIVARIANA RURAL REBENTON	197	1	4	177	142	173	0	0	1	0	30	177
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	UNIDAD EDUCATIVA CONCENTRADA NUMERO 3619	607	2	7	430	348	423	0	2	0	1	72	430
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	CONCENTRACION ESTADAL NUMERO 11	1662	3	23	1178	920	1155	1	3	0	1	230	1178
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	ESCUELA ESTADAL LAS TEJERIAS	235	1	1	176	158	175	0	1	0	0	16	176
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	ESCUELA BASICA ESTADAL CONCENTRADA MACANILLAR (NUCLEO ESCOLAR RURAL 030)	248	1	2	222	209	220	0	0	0	0	11	222
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	UNIDAD EDUCATIVA  NACIONAL BOLIVARIANA ARAIRA	4708	9	78	3821	2104	3743	0	13	2	6	1618	3821
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	COLEGIO DE EDUCACION INICIAL QUEBRADA SECA NUMERO 021	297	1	7	258	211	251	0	1	1	0	38	258
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	UNIDAD EDUCATIVA BASICA SANTA ROSALIA	401	1	4	364	256	360	0	1	0	0	103	364
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	UNIDAD EDUCATIVA 030 LA LUCHA	136	1	1	110	102	109	1	0	0	0	6	110
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	ESCUELA CONCENTRADA SIN NUMERO	250	1	5	176	108	171	0	2	1	0	60	176
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	UNIDAD EDUCATIVA NACIONAL BOLIVARIANA TERESA DE LA PARRA	1241	3	23	1037	720	1014	0	4	0	1	289	1037
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	GRUPO ESCOLAR GUZMAN BLANCO	2710	5	42	2202	1617	2160	0	7	1	0	535	2202
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	JOSEFINA GUTIERREZ DE RUIZ NUCLEO ESCOLAR RURAL 029	225	1	3	182	158	179	0	0	0	0	21	182
EDO. MIRANDA	MP. ZAMORA	PQ. BOLIVAR	LICEO BOLIVARIANO PAZ CASTILLO, EXTENSION LAS LUISAS	605	2	16	498	392	482	0	0	1	1	88	498
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	PEESCOLAR BOLIVARIANO	1957	4	43	1577	1275	1534	1	8	0	0	250	1577
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	UNIDAD EDUCATIVA MARIA TERESA TORO	1685	3	17	1559	871	1542	0	3	0	3	665	1559
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	ESCUELA EL INGENIO	5826	11	149	5185	2615	5036	0	11	2	5	2403	5185
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	CENTRO DE EDUCACION INICIAL PRIVADA SANTA CRUZ DE PACAIRIGUA	364	1	8	322	251	314	0	2	0	1	60	322
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	COLEGIO ROMULO BETANCOURT	6980	13	113	6092	2563	5979	2	20	1	5	3388	6092
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	PRE ESCOLAR UNIDAD EDUCATIVA MANUELITA SAENZ	4037	7	76	3636	1282	3560	1	11	1	2	2263	3636
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	COLEGIO PACARIGUA II	6805	12	62	6086	1959	6024	0	21	2	12	4030	6086
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	COLEGIO VILLA HEROICA	784	2	8	708	454	700	0	3	2	0	241	708
EDO. MIRANDA	MP. ZAMORA	PQ. GUATIRE	GRUPO ESCOLAR GUATIRE	3205	6	66	2633	1967	2567	0	19	0	0	581	2633
